"from_id","to_id","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"1","1",49.4,49.3,40.1,39,34.6,34.6,34.2,33.6,35.8,35.8,3625,3631,4709,5093,5038,4966,4420,4701,4962,4962
"10","10",65.9,54.3,65.3,56.7,51.7,42.7,50.6,42.4,49.5,41.6,4381,4973,4823,5191,5718,5686,5645,5646,5868,5394
"100","100",63.7,63.3,61.7,61.3,57.5,53.5,58.5,50.6,45.1,38.3,3922,4267,3957,3992,5339,5397,5340,4472,5634,5140
"1000","1000",73.7,69.2,71.5,64.9,70,63.5,68.1,54.2,63.4,51.3,6903,7130,6740,6919,6572,7008,6623,7526,6574,7568
"10000","10000",28.1,25.8,28,25.1,27.9,24.9,28.1,25.4,24.2,19.5,2747,2876,2696,2972,2687,2963,2921,3117,2798,2529
"10001","10001",89.7,79.1,87.5,75.8,87,70.9,78.5,65.9,66.8,54.3,7681,8822,7533,8630,7926,9166,8032,9081,8251,8714
"10002","10002",27,27,30.3,26.4,31.7,24.3,30.8,23.9,29.5,23.8,3281,3281,3391,3711,2808,3532,2963,3430,2996,3427
"10003","10003",52.7,34.4,52.8,36.2,39.9,28.9,39.9,29.2,34.9,26.5,4196,4320,4035,4318,3990,4002,4254,4150,4024,3999
"10004","10004",29,27.5,25.8,21,24.5,19.2,23.2,19.6,23.2,20.7,2447,2336,2299,2597,2267,2494,2161,2490,2228,2891
"10005","10005",17.7,16.9,17,15.4,NA,NA,NA,NA,NA,NA,1059,1629,1124,1652,NA,NA,NA,NA,NA,NA
"10006","10006",11.3,11.3,11.3,11.3,10.4,10.3,10.3,10.2,4.5,4.1,698,698,698,698,698,698,696,720,717,717
"10007","10007",26.1,24.4,24.3,23.5,22.4,22.4,22.4,20.7,18,17.4,2783,2783,2783,2877,2646,2646,2375,2388,2230,2230
"10008","10008",107.6,91,96,79.3,74.8,67.2,71.2,61.8,64.2,57.4,7497,7956,6492,7113,7390,8552,7458,8341,7346,7621
"10009","10009",9.5,9.3,9.5,9.3,9.5,9.3,8.1,6.9,5.3,4.7,973,1089,973,1089,973,1089,1096,919,1020,919
"1001","1001",32.4,27.6,32,27.6,30.6,25.1,29.5,24,22.4,17.2,2299,2427,2299,2427,2865,2502,2854,2492,2419,2547
"10010","10010",104.2,104.2,71.7,66.8,75.4,68,63,60.5,62.6,57.7,6756,6756,4825,5923,4707,6015,4877,5058,4786,4964
"10011","10011",35.9,35.4,35.6,34.2,35.1,28.5,34.3,25,26.3,15.7,2222,2226,2213,2297,2433,2342,2457,2477,2714,2835
"10012","10012",13.2,10.5,12.4,11.7,12.4,11.7,11.9,10.5,9,8.4,864,983,832,978,831,978,932,980,878,916
"10013","10013",32.6,32.6,31.5,31.5,31.1,30.9,30.2,30.2,18,17.1,2186,2186,2132,2132,2296,2337,2203,2203,2521,2444
"10014","10014",59.8,59.5,48.1,47.9,43.1,41.8,37.7,37.1,36.5,34.9,4615,4672,3544,3563,3660,3717,3318,3484,3299,3356
"10015","10015",45.5,42.2,44.7,40.7,43.1,40.3,43.9,39.8,43.3,32.9,4755,5021,4693,4630,4668,4637,4104,4189,4339,4855
"10016","10016",33.4,24.3,32.3,22,33.4,26,32.1,25.5,32.1,24.5,2202,2307,2017,2085,2112,2257,2184,2255,2180,2257
"10017","10017",36.8,29.3,37.8,29.1,37.5,28.9,35.4,28.2,30.9,24,2399,2550,2548,2887,2640,2871,2598,2777,2477,2357
"10018","10018",10.9,10.9,10.9,10.9,10.3,10.3,11.5,11.5,9.9,9.7,1635,1635,1636,1636,1636,1636,1477,1477,1359,1365
"10019","10019",60.5,56.5,62.4,58.8,60.4,57.8,55,53.6,53.1,46.4,5360,6101,6303,6162,6284,7012,5386,6125,5355,5983
"1002","1002",52.9,47,20.7,19.9,27.3,23.5,26.7,22.8,26.7,21.8,3680,3869,2322,2320,2291,2580,2458,2521,2452,2559
"10020","10020",24.9,24.6,27,24.1,26.6,26.3,26.6,26.3,26.6,25.8,1642,1642,1630,2386,1690,1694,1689,1694,1691,3232
"10021","10021",24.4,23.2,25.5,24.5,30.2,27.6,22.2,21.5,20.3,17.6,2708,2699,2715,2715,2462,3376,2472,2375,2455,2334
"10022","10022",31,22.2,30.7,22.4,19,15.6,19.1,15.9,18.9,16.1,2129,2281,2221,2260,2241,2185,2103,2193,2247,2186
"10023","10023",26.9,26.9,19.1,19.1,16,16,16.6,15.4,18.3,17.1,1875,1875,2063,2063,1979,1979,1620,1792,1278,2379
"10024","10024",30.7,27.7,31.9,31.9,29.2,29.2,29.3,29.3,18.9,18,2339,2248,2365,2365,2347,2347,2331,2332,2369,2361
"10025","10025",48,46.1,39.3,35.3,37.8,34.4,39.1,33.7,34.4,32.1,4373,4013,4126,4197,4343,4333,4371,4318,4423,4470
"10026","10026",13.9,13.4,15.2,14.5,15.3,13.9,15.1,13.1,15.1,11.7,830,830,1101,1213,1031,947,1004,1002,1109,1022
"10027","10027",25,19,24.7,18,19.3,16.7,16.8,14.8,16,13.6,1955,2123,1962,2304,2532,2435,2505,2436,2449,2371
"10028","10028",30.4,27.2,26.5,24.6,26.3,24.2,25.2,23.2,20.9,18.4,2685,3020,2927,3027,2928,3022,2864,3168,2962,2977
"10029","10029",22.5,17.5,23.8,18.3,19.7,15.2,17.3,14.7,14.9,12.9,2306,2134,2319,2061,2376,2134,2390,2124,2409,2193
"1003","1003",26.7,19.3,26.3,18.4,23.7,17.1,23.5,17.6,24.1,17,1765,2010,2147,2032,2000,1942,1963,1764,1766,1864
"10030","10030",69.2,69,72.2,71.1,69.3,68,66.7,64.6,54.4,47.4,4958,4931,4663,4605,4670,4677,4623,4665,4707,4881
"10031","10031",48.4,47.4,48.4,47.4,48.1,46.3,47.5,46,39.4,34.5,3006,3113,2961,3069,2955,3048,2989,2995,3508,3670
"10032","10032",35.8,28.6,35.8,28.9,37.3,25,36.5,25.3,31.8,22.6,2611,2869,2611,2820,2704,2826,2584,2826,2841,2712
"10033","10033",26.1,26.1,16.2,13.5,14.4,10.7,14.5,10.7,13.2,9.3,1913,1913,1972,1841,2165,1960,2165,1960,2152,1815
"10034","10034",38.9,34.1,41.6,29.8,37.7,28.4,34.5,25.3,34.3,21.8,2584,3226,2960,3119,2806,2845,3108,2697,3059,2977
"10036","10036",51,44.6,46.3,43.4,46.3,40,46.5,40.5,46,32.5,4221,4323,3957,4362,3951,4664,4129,4728,4860,5005
"10037","10037",57.9,56.9,55.8,54.9,41.7,39.7,38.6,37.8,39.5,37.6,4239,4244,4111,4951,3904,4627,4334,4387,4485,4606
"10038","10038",64.5,52.4,68.4,57.6,62.8,50.9,57.8,47,59.3,44.2,5085,5205,5553,5628,5452,5582,5621,5382,6417,6269
"10039","10039",33,26.2,32.2,24.9,30,24.7,30.3,24.9,21.6,17.6,2196,2005,2211,2096,2105,2181,2102,2185,3001,2736
"1004","1004",13.3,12.5,12.3,9.3,12.3,5.8,12.3,5.8,12.4,4.6,953,977,953,953,952,952,952,952,952,929
"10040","10040",25.1,25.1,23.5,23.3,21.2,18.8,21.2,16.9,15.7,12.7,2660,2660,2445,2151,2266,1989,2266,1946,2237,2059
"10041","10041",9.8,8,12.3,11.2,13.1,8,11.6,7.6,9.7,7.3,883,884,847,849,857,946,946,950,1017,878
"10042","10042",21.2,21.2,21.2,21.2,22,22,21.2,21.1,22,19.7,1555,1555,1555,1555,1581,1581,1545,1571,1611,1517
"10043","10043",32.7,30.5,30.3,24.9,29.3,23.7,33,27.6,30.6,24,2631,2870,2622,3360,2821,3199,2966,3173,3108,3125
"10044","10044",18.4,17,18.3,17,16.9,15.6,15.6,14.2,15.2,13.2,2116,2116,2066,2066,2058,2058,2029,2029,2198,2000
"10045","10045",21.8,21.8,24,15.7,23.2,15.7,21.5,14.9,24.2,17.1,1791,1791,1898,2093,1905,2094,1905,2150,2106,2293
"10046","10046",53.5,49,45.8,41,45.4,41,43,38.2,42.4,37.7,5585,4871,5491,5405,5481,5406,5627,5565,5415,5424
"10047","10047",18.3,18.3,16.6,15,16.4,13.9,16.1,12.7,13.9,10.7,1272,1272,1302,1399,1305,1403,1431,1400,1397,1415
"10048","10048",23.6,23.6,22.8,19.6,19.1,16.8,18.3,15.6,14.4,13.2,1979,1980,2021,2136,2052,2174,2073,2013,1985,1986
"10049","10049",40.3,39.3,40.3,37.6,38.8,37.6,38,33.7,36.2,31,4021,3951,4015,3981,3819,3796,3794,4438,3740,4481
"1005","1005",26.3,21.6,26.2,21.3,26.2,18.8,26.1,18.5,26.2,15.6,1776,1786,1773,1783,1594,1614,1596,1632,1596,1616
"10050","10050",17.5,17.5,15.8,15.8,16.4,16.4,14.7,14,15.7,14.1,1124,1124,1241,1241,1235,1235,1340,1480,1387,1525
"10051","10051",76.3,63.3,68.5,59.4,67.8,58,61,48.2,54.8,44.6,6766,6391,6933,6833,6918,6735,6832,6701,7215,6880
"10052","10052",33.7,33.2,33.8,33.2,33.2,31.8,31.9,29.3,24.8,23.4,2556,2556,2558,2558,2557,2685,2515,3198,2406,2787
"10053","10053",25.9,25.9,25.8,25.8,25.7,25.7,26.4,26.4,25.9,24.5,1741,1741,1727,1727,1661,1661,1724,1724,1739,1872
"10054","10054",62.8,58.8,62.5,55.7,62,52.5,59.9,45.3,56.6,43.3,5790,6160,5784,5859,5604,5926,5945,6164,5780,6126
"10055","10055",27,19.5,25,18.3,27.3,23.5,26.9,22.2,26.9,20.9,2315,2329,2220,2315,1962,2133,1968,2027,2556,2126
"10056","10056",40.2,39,39,38.1,38.2,37.3,37.8,36.9,28.3,24.1,3070,2862,3031,3031,3115,3115,3251,3251,3334,3108
"10057","10057",59,58,57.2,48.6,60.3,45.7,58.2,45.2,51.7,44,6399,6324,6026,6184,6529,5837,6357,6325,6015,6387
"10058","10058",40.7,33.8,39.4,30.5,37.3,30.6,35.4,29.9,30,25,2998,2806,3357,3228,3278,3316,3101,3101,2939,3194
"10059","10059",26.5,26.3,27.8,27.6,26.2,26.2,26,23.1,20.9,18.1,2668,2670,2605,2605,3127,3127,3122,2583,3001,2639
"1006","1006",24.6,24,24.6,17,24.4,16.7,24.5,15.9,22.6,15.6,1681,2152,1730,1748,1885,1788,1888,2350,1957,1785
"10060","10060",38.2,38.2,35.9,35.9,32.8,32.7,32.8,28.6,30.9,28.6,4096,4096,4025,4025,4282,4277,4283,3988,3502,3988
"10061","10061",27.5,23.8,24,18.9,21.6,15.6,21.9,15.6,24,16.4,2114,2522,2341,2559,2383,2114,2528,2153,2392,2160
"10062","10062",20.8,15.9,23.8,14.9,23.7,14.8,18.4,13.1,14.5,12.9,2148,2085,2305,2060,2398,2040,2158,1964,2008,1951
"10063","10063",13.4,11.5,20.1,11.4,20.1,11.5,17.9,10,10.5,9.9,1481,1630,1703,1630,1814,1629,1877,1484,1485,1479
"10064","10064",14.4,14.4,10.5,10.5,11.8,9.6,10,8.6,9.5,7.7,1169,1169,1169,1169,1215,1440,1262,1169,1390,1268
"10065","10065",41,38.4,35,34.5,32.7,28.7,35,28.5,28.4,22.5,3138,3109,2950,2959,2975,3093,2820,3096,3416,3184
"10066","10066",20.4,15.3,19.2,11.1,16.4,11.1,16.2,11.1,14.1,11,1403,1824,1501,1525,1451,1521,1438,1521,1515,1531
"10067","10067",25.6,25.4,25.5,25.3,24.9,24.7,23,21.9,19.1,14,1584,1584,1576,1576,1589,1589,1591,1591,1629,1717
"10068","10068",24.1,21.8,24.4,23.2,28.3,27.2,25.6,24.5,26.3,23.9,3210,3189,2983,3022,2802,2806,3064,3086,3079,3277
"10069","10069",23.8,22.7,29.2,27.4,29.1,25.5,25.7,21.7,22.8,17.8,2223,2228,2331,2391,2328,2286,2410,2505,2543,2571
"1007","1007",52.1,49.8,49.4,40.4,43.9,35,44.4,33.4,41.3,32.8,4669,4713,4133,4143,4159,4071,4085,4201,4404,4226
"10070","10070",59,53.2,58.1,51.4,57.9,53,51.6,48.7,52.3,42,4796,5075,4814,5116,4826,5269,4791,5435,4800,5313
"10071","10071",16.6,16.6,16.2,16.2,16.2,16.2,16.2,16.2,12.6,11.9,1263,1263,1263,1263,1264,1264,1264,1264,1634,1362
"10072","10072",63.7,62,55.8,53.1,40.5,36.4,38.5,35.2,44.8,38.8,6209,6232,6297,6519,6445,6432,6369,6163,6549,6231
"10073","10073",35.6,35,34.9,34.4,34.9,34.4,34.9,34.2,21.6,18.9,2336,2950,2372,2495,2373,2533,2302,2461,2970,2737
"10074","10074",59.9,56.1,53.8,45.7,46.7,43.3,41.1,37.7,46.7,38.5,4501,5113,4953,5270,4405,4303,4495,4256,4633,4794
"10075","10075",70.6,64.1,67.2,58.3,65.4,54.7,54.2,43.7,55.5,40.3,5263,5766,5350,5202,5589,6445,5073,5030,5074,4856
"10076","10076",40.1,39.6,42.3,39.7,41.4,36.1,43.3,36.5,43.2,36.6,4104,4214,4397,4977,4611,4774,4665,4700,4672,4701
"10077","10077",20.4,19.7,19.5,19.5,17.7,17.7,16.8,15.2,16.5,16.5,1942,1941,1958,1901,1680,1680,1683,1683,1722,1722
"10078","10078",59.9,55.8,52.6,46.9,45.6,42.6,45.6,42.2,45.9,40.7,4890,5427,5279,5735,5326,5309,5303,5402,5249,5190
"10079","10079",66.9,59.9,53.8,49.6,44.2,39.3,42.7,38.3,43.8,38.2,5648,5475,5741,5499,5606,5324,5695,5620,5587,5296
"1008","1008",25.2,22.6,24.7,22.7,22.4,21.5,21.4,19.5,22,20.4,2523,2526,2182,2526,2642,2685,2182,2152,2304,2060
"10080","10080",29.5,26.8,35.1,30,33,28.4,30,22.8,24.7,20.2,2926,2992,2951,2944,2958,3142,3263,3096,3281,3205
