"from_id","to_id","dist_2016","dist_2021","dist_2026","diff_1621","diff_2126","diff_1626","change_pct"
"1","1",10992,10943,10944,-49,1,-48,-0.00436681222707424
"2","2",7438,7273,7273,-165,0,-165,-0.0221833826297392
"3","3",8719,8725,8753,6,28,34,0.00389952976258745
"4","4",12114,12243,11794,129,-449,-320,-0.0264157173518243
"5","5",15686,16197,15731,511,-466,45,0.00286880020400357
"6","6",3032,3080,3267,48,187,235,0.0775065963060686
"7","7",2827,2844,2799,17,-45,-28,-0.00990449239476477
"8","8",2901,2906,2902,5,-4,1,0.000344708721130645
"9","9",10671,10738,10717,67,-21,46,0.00431074875831693
"10","10",3341,3255,3255,-86,0,-86,-0.0257407961688117
"11","11",7526,7526,7439,0,-87,-87,-0.0115599255912836
"12","12",14109,14022,14023,-87,1,-86,-0.00609540009922744
"13","13",14139,13971,13965,-168,-6,-174,-0.0123063865902822
"14","14",9689,9612,9604,-77,-8,-85,-0.00877283517390856
"15","15",12421,12453,12438,32,-15,17,0.00136864986716045
"16","16",16031,15994,16287,-37,293,256,0.0159690599463539
"17","17",9418,8944,8916,-474,-28,-502,-0.0533021873009131
"18","18",7643,7593,7989,-50,396,346,0.0452701818657595
"19","19",11576,11738,11593,162,-145,17,0.00146855563234278
"20","20",3192,3112,3067,-80,-45,-125,-0.0391604010025063
"21","21",4983,4925,4922,-58,-3,-61,-0.0122416215131447
"22","22",12142,11942,12394,-200,452,252,0.0207544061933784
"23","23",7759,7841,7600,82,-241,-159,-0.0204923314860162
"24","24",11979,11894,11898,-85,4,-81,-0.0067618332081142
"25","25",13236,12834,12817,-402,-17,-419,-0.0316560894530069
"26","26",11236,11220,11192,-16,-28,-44,-0.00391598433606266
"27","27",13875,13838,13960,-37,122,85,0.00612612612612613
"28","28",7506,7461,7408,-45,-53,-98,-0.0130562216893152
"29","29",7051,6891,7255,-160,364,204,0.028932066373564
"30","30",6789,6572,6560,-217,-12,-229,-0.0337310354986007
"31","31",6084,6026,6326,-58,300,242,0.0397764628533859
"32","32",10628,11214,11226,586,12,598,0.056266465939029
"33","33",11837,11920,11866,83,-54,29,0.0024499450874377
"34","34",3653,3703,3695,50,-8,42,0.0114973993977553
"35","35",1492,1348,1424,-144,76,-68,-0.0455764075067024
"36","36",5371,5392,5421,21,29,50,0.00930925339787749
"37","37",14533,14661,14643,128,-18,110,0.00756898093992981
"38","38",6006,4842,4888,-1164,46,-1118,-0.186147186147186
"39","39",10794,10731,10838,-63,107,44,0.0040763387066889
"40","40",5773,5282,5280,-491,-2,-493,-0.0853975402736879
"41","41",8264,8335,8084,71,-251,-180,-0.0217812197483059
"42","42",14775,14398,14403,-377,5,-372,-0.0251776649746193
"43","43",12073,12323,12107,250,-216,34,0.0028162014412325
"44","44",2951,2938,3315,-13,377,364,0.123348017621145
"45","45",11311,11087,11091,-224,4,-220,-0.0194500928299885
"46","46",4403,4350,4461,-53,111,58,0.0131728367022485
"47","47",1929,1939,2093,10,154,164,0.0850181441161223
"48","48",12931,13226,13204,295,-22,273,0.0211120562988168
"49","49",13052,13086,13070,34,-16,18,0.00137909898866074
"50","50",1695,1840,1910,145,70,215,0.126843657817109
"51","51",10344,10162,10542,-182,380,198,0.0191415313225058
"52","52",12744,12858,12705,114,-153,-39,-0.00306026365348399
"53","53",9629,9676,9625,47,-51,-4,-0.000415411776923876
"54","54",4238,4244,4390,6,146,152,0.0358659745162813
"55","55",6261,6213,6183,-48,-30,-78,-0.0124580737901294
"56","56",5079,5038,4949,-41,-89,-130,-0.0255955896830085
"57","57",12268,12129,12446,-139,317,178,0.01450929246821
"58","58",5608,5338,5463,-270,125,-145,-0.0258559201141227
"59","59",3028,2974,2971,-54,-3,-57,-0.0188243064729194
"60","60",3566,3674,3787,108,113,221,0.0619742007851935
"61","61",12025,12248,11873,223,-375,-152,-0.0126403326403326
"62","62",15035,15100,15091,65,-9,56,0.00372464250083139
