"from_id","to_id","dist_2016","dist_2021","dist_2026","diff_1621","diff_2126","diff_1626","change_pct"
"1","1",2448,2378,3461,-70,1083,1013,0.413807189542484
"2","2",10052,10004,10227,-48,223,175,0.0174094707520891
"3","3",451,456,417,5,-39,-34,-0.0753880266075388
"4","4",2964,2888,2719,-76,-169,-245,-0.0826585695006748
"5","5",5767,5892,5252,125,-640,-515,-0.0893011964626322
"6","6",5628,5832,5964,204,132,336,0.0597014925373134
"7","7",2987,2711,2734,-276,23,-253,-0.0847003682624707
"8","8",13787,13624,14080,-163,456,293,0.0212519039675056
"9","9",5155,5242,4748,87,-494,-407,-0.0789524733268671
"10","10",9460,8518,8846,-942,328,-614,-0.0649048625792812
"11","11",10537,10561,10539,24,-22,2,0.000189807345544273
"12","12",879,881,874,2,-7,-5,-0.00568828213879408
"13","13",6838,6486,6372,-352,-114,-466,-0.0681485814565662
"14","14",3052,3086,3029,34,-57,-23,-0.00753604193971166
"15","15",5983,6067,6137,84,70,154,0.0257395955206418
"16","16",5966,4171,5203,-1795,1032,-763,-0.127891384512236
"17","17",8154,8352,9007,198,655,853,0.104611233750307
"18","18",4311,4436,5098,125,662,787,0.18255625144978
"19","19",4663,5147,5266,484,119,603,0.129315891057259
"20","20",6468,6479,5790,11,-689,-678,-0.104823747680891
"21","21",2222,2078,2117,-144,39,-105,-0.0472547254725473
"22","22",8789,7704,7288,-1085,-416,-1501,-0.170781658891797
"23","23",8720,9397,8593,677,-804,-127,-0.0145642201834862
"24","24",1054,771,1197,-283,426,143,0.135673624288425
"25","25",2127,2378,2482,251,104,355,0.166901739539257
"27","27",3845,3721,3743,-124,22,-102,-0.0265279583875163
"28","28",3026,3012,3174,-14,162,148,0.0489094514210178
"29","29",8732,8959,8662,227,-297,-70,-0.00801649106733852
"30","30",4053,3904,4056,-149,152,3,0.00074019245003701
"31","31",6265,5295,5319,-970,24,-946,-0.150997605746209
"32","32",11445,11466,11810,21,344,365,0.0318916557448668
"33","33",11955,11615,11873,-340,258,-82,-0.0068590547887913
"34","34",2572,2357,3141,-215,784,569,0.221228615863142
"35","35",8072,8556,8428,484,-128,356,0.0441030723488603
"36","36",4100,4187,4102,87,-85,2,0.00048780487804878
"37","37",1902,2101,1906,199,-195,4,0.00210304942166141
"38","38",2557,1753,2271,-804,518,-286,-0.111849824012515
"39","39",2874,2886,2894,12,8,20,0.0069589422407794
"40","40",4809,4014,4047,-795,33,-762,-0.158452900810979
"41","41",6591,6713,6431,122,-282,-160,-0.0242755272341071
"42","42",6042,5889,5850,-153,-39,-192,-0.0317775571002979
"43","43",10056,9328,9393,-728,65,-663,-0.0659307875894988
"44","44",6732,6654,6460,-78,-194,-272,-0.0404040404040404
"45","45",5477,5840,5598,363,-242,121,0.0220923863428884
"46","46",7562,7602,7219,40,-383,-343,-0.0453583708013753
"47","47",2804,2620,2713,-184,93,-91,-0.032453637660485
"48","48",1692,1769,1529,77,-240,-163,-0.0963356973995272
"49","49",6315,6579,7137,264,558,822,0.130166270783848
"50","50",9343,10160,9350,817,-810,7,0.000749224017981376
"51","51",1193,1173,1189,-20,16,-4,-0.00335289186923722
"52","52",5419,4781,5069,-638,288,-350,-0.0645875622808636
"53","53",7441,7562,7111,121,-451,-330,-0.0443488778390001
"54","54",6166,6034,6155,-132,121,-11,-0.00178397664612391
"55","55",7009,6554,6751,-455,197,-258,-0.0368098159509202
"56","56",3734,3898,3764,164,-134,30,0.00803427959292983
"57","57",7276,5824,6655,-1452,831,-621,-0.0853490929081913
"58","58",1940,2149,2315,209,166,375,0.193298969072165
"59","59",3070,3085,3152,15,67,82,0.0267100977198697
"60","60",3326,3188,3485,-138,297,159,0.0478051713770295
"61","61",2310,2340,2297,30,-43,-13,-0.00562770562770563
"62","62",8087,8036,7807,-51,-229,-280,-0.0346234697662916
"63","63",5556,5646,6107,90,461,551,0.0991720662347012
"64","64",4610,4525,4922,-85,397,312,0.0676789587852495
