"from_id","to_id","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"1","1",8.2,8.2,8.2,8.2,8.2,8.2,11.7,11.7,11.7,11.7,1788,1788,1790,1790,1790,1790,1773,1773,1773,1773
"10","10",59.2,59.2,50.9,50.9,41.4,41.4,34.6,34.6,34.7,34.7,3925,3925,4711,4711,4716,4716,4682,4682,4694,4694
"100","100",17.9,17.9,17.9,17.9,17.9,17.9,16.7,16.7,16.7,16.7,1833,1833,1833,1833,1833,1833,1829,1829,1829,1829
"1000","1000",31.2,31.2,30,30,30,27.9,25.2,22.6,27.1,24.7,3329,3329,3431,3431,3431,3431,3303,3105,3826,4086
"10000","10000",18.5,18.5,16.5,16.5,19.4,16.5,15.3,13.3,15.3,13.3,2420,2420,2449,2449,2800,2443,2681,2570,2681,2570
"10001","10001",28.3,28.3,31.3,31.3,33.4,30.6,24.9,24.2,24.8,24.3,4079,4079,4028,4028,4034,4445,4092,4068,4079,4077
"10002","10002",15.8,15.8,19,19,19.5,19.5,17.5,17.5,17.5,17.5,2622,2622,2593,2593,2552,2552,2495,2495,2490,2490
"10003","10003",23.4,23.4,20.5,20.5,16.6,16.6,26.8,26.8,26.8,26.8,2892,2892,2707,2707,2707,2707,2500,2500,2500,2500
"10004","10004",23.3,23.3,23.2,23.2,22.9,22.9,21,21,21.3,21,1749,1749,1745,1745,1744,1744,1687,1687,1687,1687
"10005","10005",21.9,21.9,16.6,13.8,17.7,14.2,17.7,14.8,15.8,12.9,1652,1652,1480,1673,1660,1738,1636,1643,1473,1446
"10006","10006",44.3,44.3,46,46,40,39.8,37.6,35.4,37.7,35.5,5383,5407,5321,5321,4922,4922,5136,5135,5136,5135
"10007","10007",40.6,38.6,37.8,30.5,37.8,30.5,38.4,30.3,39.4,32,5577,5577,5352,5352,5344,5344,5281,5281,5324,5324
"10008","10008",20.2,20.2,17.6,17.6,25.2,16.9,16,14.8,13.8,12.8,3189,3189,2612,2612,3077,2889,2620,2616,2624,2620
"10009","10009",24.7,24.7,26.3,26.3,26.3,26.3,24.9,24.9,24.9,24.9,3262,3262,3335,3335,3335,3335,3496,3496,3496,3496
"1001","1001",30.7,30.7,28.6,28.6,27.6,22.3,27.9,27.9,23.9,23.9,2154,2154,2161,2161,2009,2009,2931,2931,2679,2679
"10010","10010",20.5,20.5,20.5,17.4,17.3,11.7,10.4,10.4,10.4,10.3,2375,2375,2362,2249,2244,2130,1391,1391,1391,1391
"10011","10011",21.7,21.7,23.1,23.1,24.1,19.8,25.7,23.9,26,25.2,2407,2407,2385,2385,2675,2557,3357,3354,2760,3361
"10012","10012",37.6,37.6,33.6,33.6,33.8,33.8,30.9,30.9,32.9,32.9,5473,5473,4757,4757,4762,4762,4888,4888,4970,4970
"10013","10013",33.3,33.3,30.1,30.1,30.1,30.1,27.9,26.4,20.4,20,3032,3032,2728,2728,2728,2728,3371,3721,3395,3400
"10014","10014",18.4,18.4,19.3,19.3,19.3,19.3,14.5,14.4,14.5,14.4,1380,1380,1392,1392,1385,1385,1514,1514,1514,1514
"10015","10015",34.5,34.5,33.9,33.9,32.6,32.6,33.7,30.8,34.3,33.3,5085,5085,4869,4869,4876,4876,5096,5096,5324,5326
"10016","10016",15.2,15.2,13.8,13.8,13.8,13.8,17.9,14.6,17.9,13.9,2042,2042,2009,2009,2009,2009,1942,2081,1943,1990
"10017","10017",11.5,11.5,11.5,11.5,13,13,13.5,13.5,13.5,13.5,2099,2099,2033,2033,2307,2307,2067,2067,2067,2067
"10018","10018",13.2,13.2,13.2,13.2,13.2,13.2,12.2,7.8,10.2,9,951,951,913,913,913,913,1234,1268,1129,1343
"10019","10019",11.2,11.2,15.6,15.6,15.6,14.7,14.8,14.8,14.8,14.8,974,974,1358,1358,1357,1582,1163,2146,1163,2146
"1002","1002",23.1,23.1,23,23,20,20,21.2,19.8,21.5,20.1,3346,3346,3222,3222,3251,3251,3491,3338,3502,3348
"10020","10020",19.8,19.8,22.4,20.9,21.2,17.6,18.5,18.5,18.6,18.6,2639,2639,2795,2926,2822,2688,2851,2851,2851,2851
"10021","10021",44.5,44.5,40.5,40.5,30.2,30.2,44.4,35.5,31.6,28.2,3649,3649,5203,5203,3205,3205,3938,4047,3710,3408
"10022","10022",19.1,19.1,16.4,16.4,22.3,16.4,21.3,17.7,26.1,18.1,2940,2940,2947,2947,2629,2951,2776,2950,2903,3085
"10023","10023",25.7,24.4,26.4,24.1,24.4,21.4,18.5,18.2,18.5,18.2,3399,4201,3342,4042,2977,3443,3320,3320,3316,3321
"10024","10024",86.5,77.9,73.2,65,70.5,60.4,69.1,58.8,71.2,60.9,9006,8195,8329,7578,8200,7586,7891,7580,7892,7580
"10025","10025",31.9,31.9,32.4,32.4,31.7,31.7,28.7,28.7,28.7,28.7,3471,3471,3475,3475,3475,3475,3438,3438,3437,3437
"10026","10026",50.6,50.2,38.4,38.4,48.7,45.7,33.2,33.2,33.4,33.4,3259,3698,3661,3661,3353,3777,4908,4908,4910,4910
"10027","10027",9.5,9.5,9.3,9.3,10.6,10.5,10.7,9.4,9.2,9.2,1789,1789,1788,1788,1788,1820,1797,1797,1766,1766
"10028","10028",29.1,29.1,24.3,24.3,24.3,24.3,25.7,25.7,26.8,26.8,2605,2605,2984,2984,2985,2985,3352,3352,2525,2525
"10029","10029",23.7,23.7,19.7,19.7,19.7,19.7,17.8,17.8,17.8,17.8,2523,2523,2471,2471,2471,2471,2385,2385,2385,2385
"1003","1003",25.1,25.1,23.5,21.1,23.4,21.2,17.1,17.1,17.1,17.1,1739,1739,1753,1768,1752,1767,1776,1776,1776,1776
"10030","10030",9.4,9.4,4.2,4.2,10.4,5.2,8.3,8.3,9,9,921,921,922,922,853,858,859,859,859,859
"10031","10031",60.8,60.8,57.5,36.9,57.4,34.7,54.1,36.3,53.4,35.7,6221,6221,5761,5636,5726,5614,5555,5354,5557,5356
"10032","10032",25.2,25.2,23.5,23.5,23.5,23.5,23.2,23.2,23.5,23.5,3058,3058,3061,3061,3061,3061,3207,3207,3224,3224
"10033","10033",30.6,30.6,26.9,26.9,26.7,26.7,22.7,22.3,23.4,23.4,3150,3150,3276,3276,3274,3274,3087,3406,3100,3281
"10034","10034",21.3,21.3,21.3,21.3,21.3,21.3,22.4,22.4,22.4,22.4,1707,1707,1708,1708,1705,1705,2033,2033,2033,2033
"10035","10035",21.7,21.7,21.6,21.6,21.8,21.8,21.2,21.2,21.2,21.2,2524,2524,2323,2323,2328,2328,2003,2003,2003,2003
"10036","10036",17.2,17.2,15.3,15.3,13.5,13.5,11.7,10,11.6,10.2,1453,1453,1432,1432,1451,1451,1424,1449,1425,1459
"10037","10037",13,13,12,12,10.3,10.3,7.5,7.5,7.5,7.5,1453,1453,1457,1457,1470,1470,1434,1434,1433,1433
"10038","10038",60.8,60.8,49.8,49.8,49.8,49.8,59.5,50.9,48.6,42.3,6561,6561,7449,7449,7447,7447,6816,7719,6064,7057
"10039","10039",35.2,26.7,35,26.6,35,26.6,35.8,33.5,33.2,30.6,3605,3576,3445,3420,3445,3420,3455,3431,3181,3163
"1004","1004",56.9,56.9,55.8,55.8,38,38,40.2,40.2,40.2,40.2,4179,4179,4169,4169,4286,4286,4259,4259,4256,4256
"10040","10040",54.1,54.1,54.1,54.1,52.8,52.8,53.7,53.7,53.7,53.7,3422,3422,3422,3422,3242,3242,3262,3262,3262,3262
"10041","10041",49,49,49.2,49.2,55.4,55.4,43,34.6,43,34.6,4646,4646,4315,4315,4299,4299,4268,4289,4268,4289
"10042","10042",8,8,8.7,8.7,8.7,8.7,8,5.7,8,5.7,1380,1380,793,793,793,793,767,767,767,767
"10043","10043",21.3,19.2,19.6,17.7,17.2,14.3,18.8,16.8,19.8,17.8,1649,1664,1785,1811,1845,1706,1882,1915,1881,1890
"10044","10044",15,15,14.9,14.9,14.9,14.9,14.6,10.7,14.6,10.7,1610,1610,1615,1615,1670,1670,1614,1777,1621,1784
"10045","10045",29.8,29.8,25.6,23.2,17.5,17.5,21.8,15.7,21.8,15.7,2696,2696,2254,3006,2088,2088,2367,2367,2367,2367
"10046","10046",29.2,29.2,23.6,23.6,23.5,23.5,18.9,18.9,18.9,18.9,2159,2159,2653,2653,2647,2647,2460,2460,2460,2460
"10047","10047",32.3,32.3,35.3,35.3,35.3,35.3,33.2,27.1,32.9,27.1,3746,3746,3313,3313,3313,3313,4452,3881,4556,3871
"10048","10048",19.2,19.2,23.9,23.9,23.9,23.9,18.3,18.3,18.3,18.3,1931,1931,2652,2652,2652,2652,2571,2571,2571,2571
"10049","10049",31.3,31.3,31.7,30.4,31.9,30.3,26.5,18,26.7,19.1,3433,3433,2526,2691,2592,2756,3411,2789,3180,2766
"1005","1005",16.7,14.6,14.3,12.1,14.5,11.9,18,12,18,12,1479,1479,1371,1371,1572,1440,1440,1440,1438,1438
"10050","10050",5.7,5.7,5.6,5.6,5.6,5.6,4.3,4.3,4.3,4.3,986,986,982,982,982,982,977,977,977,977
"10051","10051",16.4,16.4,9,9,12.2,12.2,13.2,13.2,13.2,13.2,2440,2440,1990,1990,1990,1990,1886,1886,1886,1886
"10052","10052",21.1,21,21.3,20.9,21.3,20.3,21.4,12.8,21.4,12.8,3083,2498,3094,2488,3095,2488,3094,2208,3094,2208
"10053","10053",35.9,35.9,35.2,35,42.9,32.9,31.8,25.7,31.8,25.6,3796,3796,3792,4085,3876,4277,3898,4069,4087,4068
"10054","10054",6.9,6.9,7,7,7,7,7,7,7,7,1580,1580,1554,1554,1554,1554,1558,1558,1558,1558
"10055","10055",23.2,23.2,26.5,26.5,24.7,24.3,24.6,20.1,25.1,20.7,3050,3050,3644,3645,3646,3646,3356,3175,3358,3107
"10056","10056",38,38,40.4,40.4,40.3,40.3,38.9,38.9,38.9,38.9,5113,5113,5410,5410,5410,5410,5799,5799,5799,5798
"10057","10057",33,33,32.9,27.6,30,30,27.8,20.4,27.8,20.4,3088,3088,3089,3089,3229,3229,3057,2920,3057,2920
"10058","10058",3.8,3.8,3.8,3.8,3.8,3.8,4,4,4,4,763,763,775,775,775,775,757,757,757,757
"10059","10059",22.9,22.9,18.5,18.5,18.5,18.5,23.9,22.1,23.9,22.1,3506,3506,3176,3176,3176,3176,3352,3352,3352,3352
"1006","1006",24.5,24.5,24.6,24.6,21,21,21.4,15.7,21.4,15.7,2005,2005,2037,2037,2348,2348,2272,2224,2270,2220
"10060","10060",66.5,66.5,65.4,59.1,68.2,57.2,57.2,42.6,61.4,44,5251,5251,5554,5698,5690,5790,5935,5806,5868,5977
"10061","10061",11.3,11.3,21.3,19.1,18.4,15.6,16.5,16.5,16.5,16.5,766,766,2042,1719,1313,1237,1057,1057,1057,1057
"10062","10062",20.4,20.4,19.7,19.7,19.3,19.3,18.5,18.5,18.1,18.1,2045,2045,2052,2052,2350,2350,2231,2231,2190,2190
"10063","10063",38.2,38.2,34.6,33.4,36.6,31.4,30.3,30.3,30.5,30.5,3960,3960,3674,3674,3972,3972,4518,4518,4525,4525
"10064","10064",51.8,49.3,51.9,42.6,55.9,40.7,36.7,36,36.7,36,5134,5134,5708,5776,5860,5564,5588,5799,5577,5577
"10065","10065",47,42.9,45.7,41.6,45.7,41.6,41.1,29.1,35.3,27.8,4807,4801,4818,4813,4818,4814,5108,5032,5664,5049
"10066","10066",29.5,29.5,32,32,25.6,25.6,21.6,21.6,22.4,22.4,4015,4015,4159,4159,3804,3804,3865,3865,3834,3834
"10067","10067",68.4,68.4,64.6,45.7,64.5,45.7,64.7,46.9,64.7,46.9,8424,8424,7880,7725,7863,7708,7875,7674,7874,7673
"10068","10068",11.6,11.6,15.4,15.4,15.4,13.5,10.9,10.7,10.9,10.7,1749,1749,1764,1764,1764,1781,1689,1689,1647,1647
"10069","10069",29.4,29.4,27.2,27.2,27.3,27.3,27,27,26.9,26.9,3811,3811,4265,4265,4266,4266,3292,3292,3292,3292
"1007","1007",39.6,39.6,38.1,38.1,38.1,37.2,38.3,38.3,38.3,36.3,3596,3596,3432,3432,3434,3432,3482,3482,3478,3384
"10070","10070",38.2,33.9,38.3,33.8,38.3,33.2,38.5,23.7,38,24,3931,3931,3934,3934,3936,3936,3924,4183,3953,4189
"10071","10071",52.9,47.9,53.1,42.7,51.3,41.8,48.8,34.1,48.9,33.6,4771,5529,4786,5520,5121,5247,4435,4477,4437,4485
"10072","10072",14.3,14.3,20.9,20.9,20.9,20.9,19.4,12.1,19.5,12.2,1797,1797,1971,1971,1971,1971,2366,2033,2326,2005
"10073","10073",27.8,27.8,28.9,28.9,27.5,27.5,27.6,26,27.7,27.4,4610,4610,4006,4006,4006,4006,4275,4280,4118,4118
"10074","10074",63.7,55,60.9,54.3,60.8,53.6,61,42,61,43.8,7147,5875,7025,6994,6995,6997,6925,6550,6954,6559
"10075","10075",18.6,18.6,16.7,16.7,16.7,16.7,14.8,14.8,14.8,14.8,1821,1821,1667,1667,1667,1667,1502,1502,1502,1502
"10076","10076",11,11,11,11,14.3,14.3,14,14,14,14,1156,1156,1166,1166,1364,1364,1350,1350,1350,1350
"10077","10077",48.3,48.3,49.9,49.9,49.9,49.9,47.8,47.8,47.8,47.8,7282,7282,7685,7685,7685,7685,7276,7276,7276,7276
"10078","10078",22.8,22.8,23.2,23.2,22.6,22.6,20,20,20,20,3123,3123,3018,3018,3018,3018,2984,2984,2984,2984
"10079","10079",10.6,10.6,6.9,6.9,6.9,6.9,4.9,4.9,4.9,4.9,954,954,939,939,939,939,900,900,900,900
"1008","1008",15.1,15.1,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3,2242,2242,2240,2240,2240,2240,2241,2241,2241,2241
"10080","10080",14.4,14.4,13.3,13.3,13.3,13.3,13.4,11.8,13.4,11.8,1795,1795,1790,1790,1790,1790,2186,2186,2186,2186
"10081","10081",60.2,53.2,53.2,43.8,43.8,33.4,41.3,36.4,42,36.2,5725,5788,5898,5803,4606,4980,4976,5337,4982,5345
"10082","10082",101.6,101.6,98.2,96.7,88.7,87.2,87.6,87.6,90.5,90.5,8505,8505,8148,8968,8994,9814,8657,8657,8657,8657
"10083","10083",27.6,27.6,28.7,28.7,28.7,28.7,31.3,31.3,27.7,24.3,3683,3683,3580,3580,3580,3580,3595,3595,4169,4169
"10084","10084",24.6,24.6,24.6,24.6,24.6,24.6,17.7,17.7,17.7,17.7,1937,1937,1939,1939,1939,1939,1847,1847,1847,1847
"10085","10085",25.3,25.3,25.3,25.3,26.2,26.2,26.6,26.2,26.6,26.2,3815,3815,3800,3800,3351,3351,3518,3615,3517,3614
"10086","10086",47.7,47.7,45.8,45.8,45.8,45.8,53.6,43.8,53.6,43.8,4421,4421,5171,5171,5171,5171,5442,5442,5442,5442
"10087","10087",9.8,9.8,12.4,12.4,12.2,12.2,11,11,11,11,1690,1690,1686,1686,1686,1686,1462,1462,1462,1462
"10088","10088",49.6,45.5,46.6,32,42.7,27.4,37.6,26.6,37.2,25.9,3856,3381,3427,4391,3812,3946,4372,3758,3760,3596
"10089","10089",16.6,16.6,17,17,19.4,19.4,21.3,20.7,21.3,20.7,1733,1733,1733,1733,1895,1895,1852,2180,1798,2125
"1009","1009",29.9,29.9,28.4,28.4,28.4,28.4,26.6,26.6,26.6,26.6,3456,3456,3493,3493,3493,3493,3500,3500,3500,3500
"10090","10090",62.2,62.2,57.2,57.2,33,33,43.4,43.4,42.6,42.6,5680,5680,6781,6781,4904,4904,5740,5740,5332,5332
"10091","10091",20.3,20.3,21,21,21.3,21.3,21.2,20.8,21.2,20.8,3162,3162,3979,3979,3266,3266,3305,3415,3305,3415
"10092","10092",12,12,12,12,13,11.2,12.2,10.4,12.3,10.5,1536,1536,1536,1536,1575,1575,1590,1590,1592,1592
"10093","10093",30,30,30.5,30.5,30.5,30.5,20.9,20.9,21,21,3535,3535,3564,3564,3564,3564,3369,3369,3387,3387
"10094","10094",10.1,10.1,10.2,10.2,10.2,10.2,11.2,9.3,11.2,9.3,1645,1645,1659,1659,1659,1659,1612,1612,1612,1612
"10095","10095",17.8,17.8,17.1,17.1,17.2,17.2,24.2,14.3,24.1,14.3,2293,2293,2587,2587,2591,2591,1751,2012,1772,2266
"10096","10096",25.1,25.1,26.8,26.8,26.8,26.8,27.2,24.1,27.2,24.1,3963,3963,3374,3374,3374,3374,3506,3506,3506,3506
"10097","10097",67.3,67.3,63.3,44.5,63.3,44.5,63.5,45.7,63.3,45.5,8048,8044,7501,7341,7592,7437,7734,7533,7613,7412
"10098","10098",27.6,27.6,27.3,27.3,27.3,27.3,31.4,27.6,31.4,28.1,4302,4302,4266,4265,4266,4265,4522,5130,4522,5117
"10099","10099",35.4,34.3,42.1,39.9,32.7,28.6,18.5,18,18.5,18,2480,2553,3772,3881,3322,2522,2722,2722,2722,2722
"101","101",84.2,84.2,72.9,72.9,63.2,63.1,59.4,59.4,59.1,59.1,8843,8843,8323,8323,8320,8327,8075,8075,7989,7988
"1010","1010",18.6,18.6,14.2,14.2,14.2,14.2,16.2,16.2,16.2,16.2,2309,2309,2842,2842,2842,2842,2556,2556,2556,2556
"10100","10100",67.8,67.8,73.5,60.7,66.9,57.6,73.8,47.2,69.1,45.8,7973,7973,7846,7852,9814,7942,9536,7918,9420,7902
"10101","10101",13.9,13,15.4,12.1,11.5,9.5,11.2,9,11.7,10.4,1529,1612,1265,1358,1014,1038,1079,1242,1013,1287
"10102","10102",34.2,34.2,18.8,18.8,18.8,18.8,18,18,18,18,3727,3727,3054,3054,3054,3054,3219,3219,3219,3219
"10103","10103",63,56.2,57.3,47,57.6,48,56.3,45.7,53.5,42.3,5787,5379,5507,5731,5548,5747,5355,5835,5750,6094
"10104","10104",24.7,17.9,19.7,10.1,20.2,9.7,19.7,11.8,20.6,11.4,1870,1901,1572,1721,1749,1923,1602,1724,1604,1718
"10105","10105",21.1,21.1,18.8,18.3,17.9,17.7,17.6,15.8,16.9,15.1,2159,2159,1983,1983,1981,1999,1993,2088,2016,2164
"10106","10106",11.4,11.4,11.4,11.4,11.4,11.4,11.2,11.2,11.2,11.2,1816,1816,1816,1816,1816,1816,1717,1717,1717,1717
"10107","10107",27.1,27.1,27.6,27.6,26.9,26.9,27.4,20.3,26.5,20.5,3827,3827,3845,3845,3779,3779,4030,3593,3823,3526
"10108","10108",37,37,27.3,27.3,30.9,25.7,25.9,25.9,25.9,25.9,2706,2706,2529,2529,2447,2447,3201,3201,3201,3201
"10109","10109",43.8,43.2,33.1,23.7,37.5,17.9,27.3,19.9,27.4,19.9,4276,4443,2951,2928,3425,2987,3024,2949,3030,2948
"1011","1011",46.7,46.7,40.6,40.6,40.6,40.6,44,34.2,43.7,33.9,4221,4221,4188,4188,4188,4188,4645,4645,4643,4643
"10110","10110",15,15,18.6,18.6,17.6,17.6,19.4,19.4,19.4,19.4,2444,2444,2187,2187,2187,2187,2213,2213,2213,2213
"10111","10111",4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1083,1083,1085,1085,1085,1085,1096,1096,1096,1096
"10112","10112",14,11.5,14,11.5,14,11.5,14,11.4,14,11.4,2177,1943,2246,2003,2246,2003,2257,2016,2257,2016
"10113","10113",22.8,22.8,18.9,18.9,18.9,18.9,22.7,20.1,23.1,20.4,3138,3138,2775,2775,2775,2775,2837,2837,2837,2837
"10114","10114",16.2,16.2,18.1,18.1,17.4,17.2,16.8,14.9,16.9,15,1578,1578,1644,1644,1746,1746,2077,2077,2081,2081
"10115","10115",13.8,13.8,13,13,13.1,11.3,13.1,11.1,13.1,11.1,1708,1708,1606,1606,1619,1619,1584,1584,1672,1672
"10116","10116",32.4,32.4,31,23,29.5,19.2,16.1,14.6,15.8,14.3,2113,2113,3019,2440,3022,2437,2161,2183,2165,2183
"10117","10117",13.3,13.3,21.1,21.1,21.1,21.1,23,23,23,23,763,763,1091,1091,1091,1091,1698,1698,1698,1698
"10118","10118",31.1,25.5,29.9,15.8,24.6,13.7,27.2,14.9,28.6,16.1,2174,2612,2317,2335,2268,2090,2433,2623,2557,2832
"10119","10119",57.7,48.8,40.5,36.6,47.8,36,39.6,36.4,39.6,36.4,3936,4383,4686,4380,4335,4417,4972,4986,4971,4988
"1012","1012",33,31.2,32.9,30.1,29.1,28.1,25.3,22.2,25.3,22.2,3293,3851,4008,4557,3645,3863,3874,3735,3874,3735
"10120","10120",17.1,17.1,17,17,14.2,14.2,16.9,14.9,16.9,14.9,1140,1140,1135,1135,1103,1103,1746,1544,1746,1544
"10121","10121",43.3,41.9,44.1,42.7,44.1,42.7,45,36.9,45.1,37.3,5522,5522,5656,5656,5650,5650,5789,5553,5856,5560
"10122","10122",7.3,7.3,7.3,7.3,7.5,7.5,12.4,12.4,10.3,10.3,1465,1465,1465,1465,1419,1419,1157,1157,1019,1019
"10123","10123",19.9,19.9,19.9,19.9,19.2,19.2,23.6,22.3,23.8,22.4,1352,1352,1350,1350,1419,1419,2135,2135,2137,2137
"10124","10124",50.3,50.3,45.3,45.3,36.9,36.9,36.1,31.8,36.1,31.6,5590,5590,6181,6181,5906,5906,5172,5124,5171,5122
"10125","10125",52.8,52.8,51.7,40.5,46.8,35,31.8,30.5,31.8,30.4,4740,4740,5008,4428,4409,4520,4506,4342,4503,4338
"10126","10126",91.7,91.7,86.6,82.4,76.9,73.2,86.4,69.1,87,69.3,9026,9026,9451,9891,9053,9165,9695,9612,10080,10446
"10127","10127",26,26,18.9,18.9,19,19,17.1,17.1,17.1,17.1,1958,1958,1865,1865,1865,1865,1767,1767,1767,1767
"10128","10128",28.1,28.1,36.3,36.3,36.3,36.1,37.3,37.1,37.3,37.1,2937,2937,3684,3684,3684,3691,2964,3005,2964,3005
"10129","10129",58.5,58.5,50.1,36.7,47.6,34.2,57.8,30.2,56.5,28.8,6189,6189,4894,4894,4894,4894,4957,4889,4950,4883
"1013","1013",15.1,15.1,15.1,13.8,9.9,8.7,12.3,11.3,12.3,11.3,875,875,880,1005,923,1304,902,1173,902,1173
"10130","10130",64.7,64.7,63.9,63.9,71.7,71.7,57.1,51.6,57.1,53.9,5448,5448,5630,5630,5896,5896,5650,5650,5650,5650
"10131","10131",5.6,5.6,5.6,5.6,5.6,5.6,5.1,5.1,5.1,5.1,806,806,742,742,742,742,740,740,740,740
"10132","10132",37.7,37.7,37,34.7,38.2,37.1,21.9,20.9,21.9,20.9,3253,3253,3416,3576,3295,3592,3450,3329,3450,3329
"10133","10133",15.9,14.2,16.4,14.7,18.4,16.5,18.3,18.3,18.1,18.1,2420,2420,1606,1606,1594,1594,1597,1597,1630,1630
"10134","10134",76.8,69,60.9,56.9,71.9,59.4,51.4,47.1,51.6,47.4,6544,6746,6954,6900,6830,6980,6636,7289,6654,7289
"10135","10135",21,21,21,21,21,21,23.3,21.3,20.7,19.6,2142,2142,2137,2137,2137,2137,3011,3232,3040,3361
"10136","10136",59.1,59.1,56.2,55.6,59.3,54.5,51,48.3,51.7,49,7773,7773,8175,7822,7602,7228,6997,6997,7257,7257
"10137","10137",35.7,35.7,33.8,33.8,15.7,15.7,31.4,31.4,30.8,30.8,2771,2771,3196,3196,2764,2764,3709,3709,3709,3709
"10138","10138",53.8,53.8,54.1,54.1,52.3,52.3,46.6,45.1,46.6,45.1,6617,6617,6388,6388,6440,6440,6412,6576,6406,6579
