"city","year","lts","run_timestamp","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","access_15min_vol","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","found_routes","avg_dist_km","processing_time_minutes"
"Minneapolis",2026,4,"20260226_003201",1491887,6635.73,1.29,0.03,44.25,49.55,25.8,6.56,18.08,356243608,8494334.707,499679,5.88,75.6,11.69,4.63,8.08,255898,175783,55229,12768,20000,NA,NA
"Montréal",2016,1,"20260226_001238",3017278,8461.28,1.54,0,29.29,86.24,1.89,3.33,8.52,100093070,5219723.688,228901,4.39,55.22,6.16,10.64,27.98,113653,95967,12447,6835,19843,NA,NA
"Montréal",2016,2,"20260226_001238",3017278,8399.09,1.53,0,32.05,73.55,16.65,2.7,7.08,125928121,5219723.688,228901,4.39,55.22,6.16,10.64,27.98,113653,95967,12447,6835,19959,NA,NA
"Montréal",2016,3,"20260226_001238",3017278,8182.24,1.49,0,29.24,61.43,12.78,20.02,5.75,175718356,5219723.688,228901,4.39,55.22,6.16,10.64,27.98,113653,95967,12447,6835,19990,NA,NA
"Montréal",2016,4,"20260226_001238",3017278,7344.43,1.34,0,16.15,27.28,6.92,10.85,54.94,370607986,5219723.688,228901,4.39,55.22,6.16,10.64,27.98,113653,95967,12447,6835,20000,NA,NA
"Montréal",2021,1,"20260226_001238",3017278,8276.47,1.5,-2.18,37.99,89.98,2.58,1.77,5.65,118646337,5596552.904,361856,6.47,62.41,8.49,7.75,21.35,159963,140730,52832,8332,19925,NA,NA
"Montréal",2021,2,"20260226_001238",3017278,8057.1,1.46,-4.07,42.85,73.14,20.67,1.63,4.55,156090781,5596552.904,361856,6.47,62.41,8.49,7.75,21.35,159963,140730,52832,8332,19977,NA,NA
"Montréal",2021,3,"20260226_001238",3017278,7920.83,1.43,-3.19,40.19,64.39,20.5,11.46,3.63,209455615,5596552.904,361856,6.47,62.41,8.49,7.75,21.35,159963,140730,52832,8332,19993,NA,NA
"Montréal",2021,4,"20260226_001238",3017278,7248.44,1.31,-1.31,25.4,32.65,11.85,6.89,48.59,378488799,5596552.904,361856,6.47,62.41,8.49,7.75,21.35,159963,140730,52832,8332,19994,NA,NA
"Montréal",2026,1,"20260226_001238",3017278,7917.86,1.44,-6.42,57.43,96.21,1.32,0.21,2.25,134218957,5733093.386,505281,8.81,73.87,7.3,4.05,14.77,270841,135040,88639,10761,18823,NA,NA
"Montréal",2026,2,"20260226_001238",3017278,7796.01,1.41,-7.18,57.96,83.24,14.4,0.19,2.17,168213665,5733093.386,505281,8.81,73.87,7.3,4.05,14.77,270841,135040,88639,10761,19120,NA,NA
"Montréal",2026,3,"20260226_001238",3017278,7794.91,1.41,-4.73,57,81.34,14.58,1.93,2.15,174948395,5733093.386,505281,8.81,73.87,7.3,4.05,14.77,270841,135040,88639,10761,19436,NA,NA
"Montréal",2026,4,"20260226_001238",3017278,7590.53,1.37,3.35,47.02,62.81,14.96,1.9,20.33,255047501,5733093.386,505281,8.81,73.87,7.3,4.05,14.77,270841,135040,88639,10761,20000,NA,NA
"Munich",2016,1,"20260225_100729",1267696,7116.54,1.31,0,52.76,96.65,0.18,0.62,2.56,95400479,6668246.962,742423.517687546,11.13,75.92,1.33,3.92,18.82,418467,26083,0,297873,19939,NA,NA
"Munich",2016,2,"20260225_100729",1267696,7094.46,1.31,0,52.19,95.48,1.38,0.62,2.53,96914936,6668246.962,742423.517687546,11.13,75.92,1.33,3.92,18.82,418467,26083,0,297873,19951,NA,NA
"Munich",2016,3,"20260225_100729",1267696,7019.95,1.29,0,52.18,90.25,1.74,5.64,2.37,104574716,6668246.962,742423.517687546,11.13,75.92,1.33,3.92,18.82,418467,26083,0,297873,19984,NA,NA
"Munich",2016,4,"20260225_100729",1267696,6766.06,1.25,0,50.65,74.21,1.47,5.66,18.67,129710924,6668246.962,742423.517687546,11.13,75.92,1.33,3.92,18.82,418467,26083,0,297873,20000,NA,NA
"Munich",2021,1,"20260225_100729",1267696,7085.32,1.31,-0.44,53.47,96.75,0.19,0.57,2.49,88475373,6908578.864,759951.834898932,11,77.61,1.54,3.7,17.15,382599,33911,431,343011,19934,NA,NA
"Munich",2021,2,"20260225_100729",1267696,7058.69,1.3,-0.5,53.01,95.31,1.7,0.54,2.44,90595669,6908578.864,759951.834898932,11,77.61,1.54,3.7,17.15,382599,33911,431,343011,19940,NA,NA
"Munich",2021,3,"20260225_100729",1267696,6998.07,1.29,-0.31,53.79,90.93,2.33,4.39,2.34,98512387,6908578.864,759951.834898932,11,77.61,1.54,3.7,17.15,382599,33911,431,343011,19949,NA,NA
"Munich",2021,4,"20260225_100729",1267696,6784.85,1.25,0.28,57.47,81.25,2.35,4.07,12.34,123522014,6908578.864,759951.834898932,11,77.61,1.54,3.7,17.15,382599,33911,431,343011,19976,NA,NA
"Munich",2026,1,"20260225_100729",1267696,7316.71,1.34,2.81,63.89,96.27,0.22,0.74,2.77,70510606,7018816.239,838235.537890828,11.94,78.14,1.73,3.9,16.23,69200,41445,2910,724681,19945,NA,NA
"Munich",2026,2,"20260225_100729",1267696,7302.68,1.34,2.93,63.11,95.07,1.49,0.7,2.74,71823821,7018816.239,838235.537890828,11.94,78.14,1.73,3.9,16.23,69200,41445,2910,724681,19945,NA,NA
"Munich",2026,3,"20260225_100729",1267696,7232.65,1.33,3.03,64.29,91.34,1.57,4.46,2.63,76783225,7018816.239,838235.537890828,11.94,78.14,1.73,3.9,16.23,69200,41445,2910,724681,19966,NA,NA
"Munich",2026,4,"20260225_100729",1267696,6963.47,1.29,2.92,72.08,80.71,1.27,3.65,14.38,101887384,7018816.239,838235.537890828,11.94,78.14,1.73,3.9,16.23,69200,41445,2910,724681,19985,NA,NA
"New York",2016,1,"20260225_105332",13524139,8771.51,1.57,0,50.78,82.25,0.48,3.31,13.9,84640202,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,13224,NA,NA
"New York",2016,2,"20260225_105332",13524139,8754.84,1.57,0,53.48,78.75,4.54,3.34,13.32,94802786,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,13234,NA,NA
"New York",2016,3,"20260225_105332",13524139,8735.92,1.56,0,57.56,61.58,6.26,23.12,8.98,246504005,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,13280,NA,NA
"New York",2016,4,"20260225_105332",13524139,7741.93,1.38,0,37.93,34.7,1.32,9.86,54.07,494128382,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,13288,NA,NA
"New York",2021,1,"20260225_105332",13524139,8757.26,1.56,-0.16,62.48,90.69,0.59,0.87,7.84,205828188,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,13197,NA,NA
"New York",2021,2,"20260225_105332",13524139,8716.29,1.55,-0.44,64.15,86.87,4.84,0.81,7.48,272327528,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,13198,NA,NA
"New York",2021,3,"20260225_105332",13524139,8586.89,1.53,-1.71,64.4,82.05,5.15,6.45,6.34,284550065,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,13201,NA,NA
"New York",2021,4,"20260225_105332",13524139,7768.37,1.39,0.34,49.57,42.86,2.84,4.48,49.81,598774517,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,13209,NA,NA
"New York",2026,1,"20260225_105332",13524139,8892.29,1.58,1.38,64.96,93.74,0.91,0.27,5.07,157920079,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,13301,NA,NA
"New York",2026,2,"20260225_105332",13524139,8756.76,1.56,0.02,66.59,83.99,10.86,0.43,4.71,216246220,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,13320,NA,NA
"New York",2026,3,"20260225_105332",13524139,8717.95,1.55,-0.21,67.04,81.6,11.52,2.22,4.65,219040903,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,13323,NA,NA
"New York",2026,4,"20260225_105332",13524139,7774.55,1.39,0.42,63.58,45.37,6.57,1.53,46.52,532422995,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,13334,NA,NA
"Paris",2016,1,"20260225_085653",4957589,7634.4,1.42,0,25.15,78.34,1.27,7.59,12.76,52983199,5702285.482,503392.954370825,8.83,50.98,2.79,16.01,30.23,217643,129186,136643,19920,19598,NA,NA
"Paris",2016,2,"20260225_085653",4957589,7699,1.42,0,25.32,74.05,7.13,6.96,11.82,57970144,5702285.482,503392.954370825,8.83,50.98,2.79,16.01,30.23,217643,129186,136643,19920,19751,NA,NA
"Paris",2016,3,"20260225_085653",4957589,7433.36,1.37,0,24.97,48.7,6.35,37.63,7.29,109111460,5702285.482,503392.954370825,8.83,50.98,2.79,16.01,30.23,217643,129186,136643,19920,19951,NA,NA
"Paris",2016,4,"20260225_085653",4957589,6575.21,1.22,0,36.6,23.12,3.4,22.71,50.74,210701682,5702285.482,503392.954370825,8.83,50.98,2.79,16.01,30.23,217643,129186,136643,19920,19951,NA,NA
"Paris",2021,1,"20260225_085653",4957589,7637.28,1.4,0.04,33.08,88.87,1.3,2.99,6.83,91450404,6565624.33,665715.897339712,10.14,60.05,4.71,9.71,25.53,324836,172348,138952,29580,19926,NA,NA
"Paris",2021,2,"20260225_085653",4957589,7480.49,1.37,-2.84,32.95,80.44,10.89,2.6,6.05,107222346,6565624.33,665715.897339712,10.14,60.05,4.71,9.71,25.53,324836,172348,138952,29580,19929,NA,NA
"Paris",2021,3,"20260225_085653",4957589,7210.88,1.33,-2.99,35.29,67.09,10.59,17.39,4.91,138968962,6565624.33,665715.897339712,10.14,60.05,4.71,9.71,25.53,324836,172348,138952,29580,19929,NA,NA
"Paris",2021,4,"20260225_085653",4957589,6567.67,1.21,-0.11,47.62,34.43,7.26,12.43,45.87,221352646,6565624.33,665715.897339712,10.14,60.05,4.71,9.71,25.53,324836,172348,138952,29580,19929,NA,NA
"Paris",2026,1,"20260225_085653",4957589,7407.12,1.36,-2.98,59.32,92.81,1.64,0.36,5.18,89595845,6928463.835,784994.606115184,11.33,65.9,6.42,2.33,25.35,404410,183108,159443,38033,19978,NA,NA
"Paris",2026,2,"20260225_085653",4957589,7266.25,1.34,-5.62,59.91,82.41,12.62,0.39,4.58,105786662,6928463.835,784994.606115184,11.33,65.9,6.42,2.33,25.35,404410,183108,159443,38033,19980,NA,NA
"Paris",2026,3,"20260225_085653",4957589,7242.42,1.33,-2.57,59.58,80.7,12.72,2.07,4.5,109472517,6928463.835,784994.606115184,11.33,65.9,6.42,2.33,25.35,404410,183108,159443,38033,19980,NA,NA
"Paris",2026,4,"20260225_085653",4957589,6742.74,1.25,2.55,54.12,40.99,8.94,1.57,48.5,168292783,6928463.835,784994.606115184,11.33,65.9,6.42,2.33,25.35,404410,183108,159443,38033,19980,NA,NA
"Portland",2016,1,"20260225_121030",1207757,8118.99,1.52,0,30.06,75.65,7.16,9.53,7.66,17407609,5689020.449,338336,5.95,53.52,12.55,16.33,17.6,11177,150336,101370,75452,17948,NA,NA
"Portland",2016,2,"20260225_121030",1207757,8814.39,1.52,0,36,54.83,34.87,5.61,4.69,30476809,5689020.449,338336,5.95,53.52,12.55,16.33,17.6,11177,150336,101370,75452,19682,NA,NA
"Portland",2016,3,"20260225_121030",1207757,8360.7,1.44,0,35.47,40.22,26.51,31.06,2.21,65813140,5689020.449,338336,5.95,53.52,12.55,16.33,17.6,11177,150336,101370,75452,19981,NA,NA
"Portland",2016,4,"20260225_121030",1207757,7720.07,1.33,0,28.4,24.1,15.15,23.27,37.47,86863076,5689020.449,338336,5.95,53.52,12.55,16.33,17.6,11177,150336,101370,75452,20000,NA,NA
"Portland",2021,1,"20260225_121030",1207757,8364.59,1.52,3.03,36.82,82.56,9.08,2.32,6.03,22722783,6072486.513,379388,6.25,60.11,16.7,6.6,16.59,24690,157515,133162,64022,18564,NA,NA
"Portland",2021,2,"20260225_121030",1207757,8588.69,1.47,-2.56,36.33,55.26,40.48,1.47,2.78,52556699,6072486.513,379388,6.25,60.11,16.7,6.6,16.59,24690,157515,133162,64022,19916,NA,NA
"Portland",2021,3,"20260225_121030",1207757,8368.15,1.43,0.09,38.62,50.8,37.22,9.61,2.37,60460166,6072486.513,379388,6.25,60.11,16.7,6.6,16.59,24690,157515,133162,64022,19973,NA,NA
"Portland",2021,4,"20260225_121030",1207757,7730.9,1.33,0.14,33.26,32.15,22.79,9.66,35.4,84452814,6072486.513,379388,6.25,60.11,16.7,6.6,16.59,24690,157515,133162,64022,20000,NA,NA
"Portland",2026,1,"20260225_121030",1207757,8341.95,1.52,2.75,40.31,84.22,7.52,0.86,7.4,20907276,6175853.733,420760,6.81,60.11,17.45,3.38,19.07,42370,158736,151545,68109,18363,NA,NA
"Portland",2026,2,"20260225_121030",1207757,8630.97,1.48,-2.08,38.81,54.15,41.63,0.8,3.42,49875160,6175853.733,420760,6.81,60.11,17.45,3.38,19.07,42370,158736,151545,68109,19842,NA,NA
"Portland",2026,3,"20260225_121030",1207757,8593.37,1.47,2.78,38.89,50.78,41.16,5.01,3.05,52106917,6175853.733,420760,6.81,60.11,17.45,3.38,19.07,42370,158736,151545,68109,19982,NA,NA
"Portland",2026,4,"20260225_121030",1207757,7832.23,1.35,1.45,38.07,35.99,20.81,2.72,40.47,81266837,6175853.733,420760,6.81,60.11,17.45,3.38,19.07,42370,158736,151545,68109,20000,NA,NA
"Santiago",2016,1,"20260225_214552",2883306,8393.31,1.46,0,11.02,67.03,0.74,10.03,22.16,2981105,9269127.248,169916,1.83,48.94,1.46,19.41,30.18,132656,34847,0,2413,14135,NA,NA
"Santiago",2016,2,"20260225_214552",2883306,8594.81,1.46,0,12.01,63.48,5.67,10,20.81,3160484,9269127.248,169916,1.83,48.94,1.46,19.41,30.18,132656,34847,0,2413,14645,NA,NA
"Santiago",2016,3,"20260225_214552",2883306,10161.85,1.43,0,12.02,40.02,4.21,43.04,12.7,5602204,9269127.248,169916,1.83,48.94,1.46,19.41,30.18,132656,34847,0,2413,19078,NA,NA
"Santiago",2016,4,"20260225_214552",2883306,9269.33,1.27,0,7.53,16.92,1.59,16.79,64.67,12976673,9269127.248,169916,1.83,48.94,1.46,19.41,30.18,132656,34847,0,2413,20000,NA,NA
"Santiago",2021,1,"20260225_214552",2883306,8814.97,1.46,5.02,10.22,73.13,5.6,3.01,18.22,3259471,9953446.059,204919,2.06,52.5,11.92,6.49,29.09,174402,25159,429,4929,15343,NA,NA
"Santiago",2021,2,"20260225_214552",2883306,9899.21,1.44,15.18,9.83,53.68,30.83,2.8,12.66,4893452,9953446.059,204919,2.06,52.5,11.92,6.49,29.09,174402,25159,429,4929,18309,NA,NA
"Santiago",2021,3,"20260225_214552",2883306,10358,1.43,1.93,13.11,41.5,30.52,18.05,9.91,6017359,9953446.059,204919,2.06,52.5,11.92,6.49,29.09,174402,25159,429,4929,19476,NA,NA
"Santiago",2021,4,"20260225_214552",2883306,9217.3,1.26,-0.56,10.68,17.31,9.8,5.59,67.26,13632346,9953446.059,204919,2.06,52.5,11.92,6.49,29.09,174402,25159,429,4929,20000,NA,NA
"Santiago",2026,1,"20260225_214552",2883306,8601.39,1.46,2.48,15.43,72.16,5.41,5.51,16.9,3010163,9474956.304,305666,3.23,50.41,11.43,10.52,27.64,249069,51105,2243,3248,14637,NA,NA
"Santiago",2026,2,"20260225_214552",2883306,9674.68,1.45,12.56,17.57,56.47,26.62,4.58,12.31,4580257,9474956.304,305666,3.23,50.41,11.43,10.52,27.64,249069,51105,2243,3248,17501,NA,NA
"Santiago",2026,3,"20260225_214552",2883306,10244.19,1.41,0.81,16.04,36.72,23.8,30.64,8.82,6423531,9474956.304,305666,3.23,50.41,11.43,10.52,27.64,249069,51105,2243,3248,19609,NA,NA
"Santiago",2026,4,"20260225_214552",2883306,9174.2,1.25,-1.03,14.48,15.36,9.16,10.43,65.03,13653950,9474956.304,305666,3.23,50.41,11.43,10.52,27.64,249069,51105,2243,3248,19974,NA,NA
"Sao Paulo",2016,1,"20260225_111300",14433148,9173.57,1.49,0,7.74,74.63,1.43,7.41,16.52,3269300,9994112.089,148095.370160798,1.48,52.29,2.6,15.15,29.96,87960,43950,726,15460,13216,NA,NA
"Sao Paulo",2016,2,"20260225_111300",14433148,9434.26,1.49,0,8.19,71.39,5.97,6.98,15.65,3463350,9994112.089,148095.370160798,1.48,52.29,2.6,15.15,29.96,87960,43950,726,15460,13908,NA,NA
"Sao Paulo",2016,3,"20260225_111300",14433148,10912.65,1.46,0,7.6,50.5,5.85,33.53,10.1,5542420,9994112.089,148095.370160798,1.48,52.29,2.6,15.15,29.96,87960,43950,726,15460,17957,NA,NA
"Sao Paulo",2016,4,"20260225_111300",14433148,10397.22,1.28,0,4.52,22.81,2.56,15.64,58.98,10771573,9994112.089,148095.370160798,1.48,52.29,2.6,15.15,29.96,87960,43950,726,15460,19999,NA,NA
"Sao Paulo",2021,1,"20260225_111300",14433148,9664.76,1.48,5.35,13.37,79.76,2.92,4.37,12.95,3465034,10731248.44,314326.25262146,2.93,55.2,5.47,11.44,27.88,104503,188179,1373,20271,14593,NA,NA
"Sao Paulo",2021,2,"20260225_111300",14433148,10383.62,1.48,10.06,13.54,71.76,14.1,3.89,10.24,4109058,10731248.44,314326.25262146,2.93,55.2,5.47,11.44,27.88,104503,188179,1373,20271,16304,NA,NA
"Sao Paulo",2021,3,"20260225_111300",14433148,11134.94,1.43,2.04,13.09,53.84,14.17,24.59,7.4,5825232,10731248.44,314326.25262146,2.93,55.2,5.47,11.44,27.88,104503,188179,1373,20271,18783,NA,NA
"Sao Paulo",2021,4,"20260225_111300",14433148,10342.89,1.27,-0.52,13.61,25.34,6.01,11.81,56.84,11207906,10731248.44,314326.25262146,2.93,55.2,5.47,11.44,27.88,104503,188179,1373,20271,19999,NA,NA
"Sao Paulo",2026,1,"20260225_111300",14433148,9810.03,1.48,6.94,18.77,82.03,5.04,1.94,11,3597272,11079324.867,488490.626769368,4.41,55.12,12.48,5.91,26.49,139152,326401,3103,19835,14973,NA,NA
"Sao Paulo",2026,2,"20260225_111300",14433148,10965.55,1.45,16.23,18.84,62.14,29.52,1.39,6.95,5247183,11079324.867,488490.626769368,4.41,55.12,12.48,5.91,26.49,139152,326401,3103,19835,18093,NA,NA
"Sao Paulo",2026,3,"20260225_111300",14433148,11217.86,1.43,2.8,18.3,54.53,28.56,11.06,5.86,6259828,11079324.867,488490.626769368,4.41,55.12,12.48,5.91,26.49,139152,326401,3103,19835,19006,NA,NA
"Sao Paulo",2026,4,"20260225_111300",14433148,10296.69,1.26,-0.97,22.17,23.91,13.26,5,57.83,11412313,11079324.867,488490.626769368,4.41,55.12,12.48,5.91,26.49,139152,326401,3103,19835,19996,NA,NA
"Seville",2016,1,"20260226_024016",957533,7580.9,1.64,0,32.02,79.03,0.47,6.89,13.58,385058567,4859241.18,193607,3.98,54.39,1.85,11.06,32.69,180510,3909,0,9188,17799,NA,NA
"Seville",2016,2,"20260226_024016",957533,7603.87,1.63,0,32.63,77.3,2.62,6.68,13.37,391526636,4859241.18,193607,3.98,54.39,1.85,11.06,32.69,180510,3909,0,9188,17914,NA,NA
"Seville",2016,3,"20260226_024016",957533,7964.52,1.59,0,28.75,61.78,2.2,24.27,11.72,522742574,4859241.18,193607,3.98,54.39,1.85,11.06,32.69,180510,3909,0,9188,19184,NA,NA
"Seville",2016,4,"20260226_024016",957533,7622.25,1.48,0,13.16,34.72,1.28,16.1,47.87,797516961,4859241.18,193607,3.98,54.39,1.85,11.06,32.69,180510,3909,0,9188,19903,NA,NA
"Seville",2021,1,"20260226_024016",957533,7728.4,1.53,1.95,38.66,83.12,0.6,3.67,12.59,400111590,5191210.447,216187,4.16,53.58,2.37,9.08,34.96,196060,4349,0,15778,18507,NA,NA
"Seville",2021,2,"20260226_024016",957533,7761.18,1.52,2.07,38.56,81.05,3.09,3.53,12.31,409633340,5191210.447,216187,4.16,53.58,2.37,9.08,34.96,196060,4349,0,15778,18683,NA,NA
"Seville",2021,3,"20260226_024016",957533,7890.51,1.49,-0.93,33.57,68.15,3.09,17.79,10.95,472211696,5191210.447,216187,4.16,53.58,2.37,9.08,34.96,196060,4349,0,15778,19393,NA,NA
"Seville",2021,4,"20260226_024016",957533,7441.4,1.37,-2.37,13.55,34.18,1.81,11.1,52.89,779026112,5191210.447,216187,4.16,53.58,2.37,9.08,34.96,196060,4349,0,15778,19932,NA,NA
"Seville",2026,1,"20260226_024016",957533,7728.24,1.5,1.94,49.59,87.04,0.7,2.87,9.37,457462327,5586996.132,245640,4.4,55.7,2.98,7.81,33.52,225184,4213,1455,14788,18873,NA,NA
"Seville",2026,2,"20260226_024016",957533,7743.98,1.49,1.84,48.6,84.46,3.39,2.71,9.42,465668323,5586996.132,245640,4.4,55.7,2.98,7.81,33.52,225184,4213,1455,14788,19022,NA,NA
"Seville",2026,3,"20260226_024016",957533,7855.62,1.46,-1.37,40.44,73.72,3.67,14.24,8.36,511857829,5586996.132,245640,4.4,55.7,2.98,7.81,33.52,225184,4213,1455,14788,19598,NA,NA
"Seville",2026,4,"20260226_024016",957533,7444.17,1.37,-2.34,13.93,36.01,2.67,10.16,51.14,765188107,5586996.132,245640,4.4,55.7,2.98,7.81,33.52,225184,4213,1455,14788,19932,NA,NA
"Sydney",2016,1,"20260225_070513",4135711,8862.86,1.52,0,25.21,80.27,0.81,6.45,12.43,34379329,5888098.726,241116.811540428,4.09,50.4,2.01,18.21,29.38,143682,46808,10922,39705,17733,NA,NA
"Sydney",2016,2,"20260225_070513",4135711,9036.67,1.52,0,26.22,77.38,4.91,5.99,11.68,37004437,5888098.726,241116.811540428,4.09,50.4,2.01,18.21,29.38,143682,46808,10922,39705,18072,NA,NA
"Sydney",2016,3,"20260225_070513",4135711,9468.61,1.47,0,27.97,54.76,4.96,34.03,6.22,73672776,5888098.726,241116.811540428,4.09,50.4,2.01,18.21,29.38,143682,46808,10922,39705,19736,NA,NA
"Sydney",2016,4,"20260225_070513",4135711,8300.78,1.28,0,10.87,21.33,1.35,13.74,63.55,137074174,5888098.726,241116.811540428,4.09,50.4,2.01,18.21,29.38,143682,46808,10922,39705,19977,NA,NA
"Sydney",2021,1,"20260225_070513",4135711,9079.05,1.5,2.44,39.78,86.04,1.33,4.6,7.99,45788072,6336313.824,411168.947245955,6.49,56.63,4.09,14.76,24.52,193231,54415,120577,42945,18435,NA,NA
"Sydney",2021,2,"20260225_070513",4135711,9161.39,1.48,1.38,41.05,81.02,7.46,4.41,7.08,59808781,6336313.824,411168.947245955,6.49,56.63,4.09,14.76,24.52,193231,54415,120577,42945,18791,NA,NA
"Sydney",2021,3,"20260225_070513",4135711,9374.02,1.45,-1,41.23,60.8,7.78,27.05,4.34,84581472,6336313.824,411168.947245955,6.49,56.63,4.09,14.76,24.52,193231,54415,120577,42945,19818,NA,NA
"Sydney",2021,4,"20260225_070513",4135711,8259.76,1.28,-0.49,18.47,24.5,3.2,12.4,59.87,132792771,6336313.824,411168.947245955,6.49,56.63,4.09,14.76,24.52,193231,54415,120577,42945,19937,NA,NA
"Sydney",2026,1,"20260225_070513",4135711,9288.83,1.46,4.81,49.67,92.98,0.93,2.19,3.88,60356376,6794440.947,509407.350761083,7.5,68.95,4.23,10.27,16.55,258898,52524,169934,28050,19243,NA,NA
"Sydney",2026,2,"20260225_070513",4135711,9280.09,1.45,2.69,50.33,87.36,6.89,2.14,3.59,72971930,6794440.947,509407.350761083,7.5,68.95,4.23,10.27,16.55,258898,52524,169934,28050,19502,NA,NA
"Sydney",2026,3,"20260225_070513",4135711,9161.24,1.41,-3.25,49.39,73.58,7.85,15.42,3.13,89348087,6794440.947,509407.350761083,7.5,68.95,4.23,10.27,16.55,258898,52524,169934,28050,19885,NA,NA
"Sydney",2026,4,"20260225_070513",4135711,8384.09,1.3,1,25.69,34.33,4.69,9.57,51.39,124550875,6794440.947,509407.350761083,7.5,68.95,4.23,10.27,16.55,258898,52524,169934,28050,19934,NA,NA
"Tokyo",2016,1,"20260225_133414",22006300,6610.99,1.39,0,1.7,44.04,3.72,26.32,25.93,16176569,11931712.127,35904,0.3,21.52,4.56,53.24,20.68,18955,2191,0,14758,10908,NA,NA
"Tokyo",2016,2,"20260225_133414",22006300,7374.11,1.42,0,1.46,36.94,18.79,24.45,19.82,20044535,11931712.127,35904,0.3,21.52,4.56,53.24,20.68,18955,2191,0,14758,12591,NA,NA
"Tokyo",2016,3,"20260225_133414",22006300,9809.9,1.39,0,1.07,13.1,12.11,69.02,5.77,71120243,11931712.127,35904,0.3,21.52,4.56,53.24,20.68,18955,2191,0,14758,19801,NA,NA
"Tokyo",2016,4,"20260225_133414",22006300,8542.99,1.21,0,0.43,3.68,4.42,24.67,67.24,143272544,11931712.127,35904,0.3,21.52,4.56,53.24,20.68,18955,2191,0,14758,19955,NA,NA
"Tokyo",2021,1,"20260225_133414",22006300,7575.58,1.44,14.59,5.25,64.77,4.51,20.2,10.52,19822441,12766472.537,439153,3.44,30.74,6.96,46.69,15.6,37154,66173,302317,33509,12990,NA,NA
"Tokyo",2021,2,"20260225_133414",22006300,8454.3,1.44,14.65,7.66,48.49,25.8,18.95,6.76,26469388,12766472.537,439153,3.44,30.74,6.96,46.69,15.6,37154,66173,302317,33509,15405,NA,NA
"Tokyo",2021,3,"20260225_133414",22006300,9503.3,1.34,-3.13,10.37,18.88,18.44,60.44,2.24,85950231,12766472.537,439153,3.44,30.74,6.96,46.69,15.6,37154,66173,302317,33509,19876,NA,NA
"Tokyo",2021,4,"20260225_133414",22006300,8512.3,1.21,-0.36,28.39,4.88,7.22,24.09,63.82,142595295,12766472.537,439153,3.44,30.74,6.96,46.69,15.6,37154,66173,302317,33509,19941,NA,NA
"Tokyo",2026,1,"20260225_133414",22006300,8602.64,1.45,30.13,6.43,79.43,5,9.09,6.47,27251335,13570218.506,439153,3.24,46.33,11.54,28.68,13.45,37154,66173,302317,33509,15718,NA,NA
"Tokyo",2026,2,"20260225_133414",22006300,9443.4,1.43,28.06,9.57,52.56,36.02,7.37,4.04,42724952,13570218.506,439153,3.24,46.33,11.54,28.68,13.45,37154,66173,302317,33509,18452,NA,NA
"Tokyo",2026,3,"20260225_133414",22006300,9426.78,1.33,-3.91,10.27,27.79,29.34,40.55,2.3,87179954,13570218.506,439153,3.24,46.33,11.54,28.68,13.45,37154,66173,302317,33509,19937,NA,NA
"Tokyo",2026,4,"20260225_133414",22006300,8524,1.21,-0.22,29.33,8.35,11.85,17.05,62.74,138899215,13570218.506,439153,3.24,46.33,11.54,28.68,13.45,37154,66173,302317,33509,19955,NA,NA
"Vancouver",2016,1,"20260225_125401",1458415,7886.1,1.49,0,17.14,89.89,0.85,3.93,5.3,77721467,5135776.16,163071,3.18,67.32,2.27,13.24,17.17,90423,57143,7774,7730,19429,NA,NA
"Vancouver",2016,2,"20260225_125401",1458415,7958.67,1.5,0,18.26,86.83,4.89,3.57,4.69,89947202,5135776.16,163071,3.18,67.32,2.27,13.24,17.17,90423,57143,7774,7730,19625,NA,NA
"Vancouver",2016,3,"20260225_125401",1458415,7843.66,1.46,0,20.15,70.43,4.44,21.9,3.21,134134639,5135776.16,163071,3.18,67.32,2.27,13.24,17.17,90423,57143,7774,7730,19936,NA,NA
