"from_id","to_id","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"1","1",113.9,108.6,84.4,84.4,81.2,81.2,78.3,78,75.7,75.4,11529,12883,11685,11684,11738,11736,12376,12484,12400,12549
"10","10",66.8,65.4,43.8,43.8,42.7,42.7,40.3,40.3,40.4,40.4,7590,7751,7258,7258,7250,7250,7233,7235,7241,7241
"100","100",41.7,38.3,38.8,38.8,38.9,38.2,38.3,36.4,38.7,38.7,5306,5037,4556,4556,4561,4182,5316,5342,5353,5284
"1000","1000",69.3,69.3,61.4,61.4,55.9,55.9,50.6,50.6,50.6,50.6,6018,6018,5631,5631,6064,6064,6705,6705,6700,6700
"10000","10000",28.8,28.8,27.9,27.9,28.5,28.5,26.2,26,26,26,3522,3522,3615,3614,3718,3717,3168,3370,3161,3160
"10001","10001",32.5,32.5,26.8,26.8,26.3,26.3,26.4,26.4,26.4,26.4,3879,3879,2831,2831,2745,2745,2747,2747,2747,2747
"10002","10002",15,15,13.9,13.3,13.9,13.1,13.1,13.1,13.1,13.1,2171,2171,1934,1934,1934,1967,1967,1967,1967,1967
"10003","10003",21.3,21.3,23.6,23.6,20.6,20.6,20.6,20.6,21.6,21.6,3030,3030,3210,3210,2994,2994,2994,2994,3126,3127
"10004","10004",28.4,28.4,23.1,23.1,22.8,22.8,23.6,23.6,23.4,23.4,3202,3202,3300,3300,3301,3301,3288,3288,3461,3461
"10005","10005",41.6,41.6,42.1,42.1,42.9,42.9,39.8,39.8,40.5,40.5,5072,5072,4695,4695,4678,4678,4715,4713,4711,4711
"10006","10006",16.1,13.3,16.1,13.4,15,13.3,14.9,13,15,13,2080,2028,2075,2032,2173,2155,2157,2031,2157,2031
"10007","10007",43,43,30.2,30.2,28.5,28.5,26.7,26.7,26.4,26.4,4093,4093,4118,4118,4075,4075,4071,4071,4071,4071
"10008","10008",10.8,10.8,11.1,11.1,11.1,11.1,7.7,7.7,7.7,7.7,1391,1391,1706,1706,1706,1706,1547,1547,1547,1547
"10009","10009",22,22,21.7,21.7,21.7,21.7,19.7,18.2,19.7,19.3,2160,2160,2211,2211,2538,2538,2353,2354,2345,2345
"1001","1001",12.5,11.7,10.1,10.1,10,10,10,10,10,9.7,1907,1907,1895,1895,1839,1839,1840,1840,1843,1751
"10010","10010",14.6,14.6,17.1,17.1,18.3,18.3,18.3,18.3,17.4,17.4,1453,1453,1473,1473,1598,1598,1622,1622,2084,2084
"10011","10011",25.1,25.1,22.9,22.9,19.7,19.7,17.2,17.2,17.2,17.2,3214,3214,3118,3118,3032,3032,2855,2855,2855,2855
"10012","10012",18.5,14.5,11.7,11.7,11.7,11.7,10.5,10.5,10.5,10.5,2063,2063,1806,1806,1806,1806,1716,1716,1716,1716
